id,ortho,cgram,genre,nombre,freqfilms,verper,cvcv,iddersyll,nbsyll,haspir
74064,jaillissant,ADJ,m,s,0.0,,C,3848,3,-1
74065,jaillissante,ADJ,f,s,0.01,,C,3859,3,-1
74066,jaillissantes,ADJ,f,p,0.01,,C,3859,3,-1
74067,jaillissants,ADJ,m,p,0.0,,C,3848,3,-1
74068,jaillisse,VER,,,0.08,3s,C,2188,2,-1
74069,jaillissement,NOM,m,s,0.25,,C,2964,4,-1
74070,jaillissements,NOM,m,p,0.0,,C,2964,4,-1
74071,jaillissent,VER,,,0.53,3p,C,2188,2,-1
74072,jaillit,VER,,,1.43,3s-3s,C,2182,2,-1
74073,jaillît,VER,,,0.0,3s,C,2182,2,-1
74074,jais,NOM,m,,0.43,,C,607,1,-1
74075,jaja,NOM,m,s,0.2,,C,627,2,-1
74076,jalmince,ADJ,,s,0.0,,C,2942,2,-1
74077,jalminces,ADJ,,p,0.0,,C,2942,2,-1
74078,jalon,NOM,m,s,0.03,,C,2928,2,-1
74079,jalonnaient,VER,,,0.01,3p,C,3209,3,-1
74080,jalonnais,VER,,,0.0,1s,C,3209,3,-1
74081,jalonnait,VER,,,0.0,3s,C,3209,3,-1
74082,jalonnant,VER,,,0.02,,C,3206,3,-1
74083,jalonne,VER,,,0.01,1s-3s,C,2747,2,-1
74084,jalonnent,VER,,,0.04,3p,C,2747,2,-1
74085,jalonner,VER,,,0.0,,C,3287,3,-1
74086,jalonné,VER,m,s,0.02,,C,3287,3,-1
74087,jalonné,ADJ,m,s,0.0,,C,3287,3,-1
74088,jalonnée,VER,f,s,0.02,,C,3287,3,-1
74089,jalonnée,ADJ,f,s,0.0,,C,3287,3,-1
74090,jalonnés,VER,m,p,0.0,,C,3287,3,-1
74091,jalons,NOM,m,p,0.14,,C,2928,2,-1
74092,jalousaient,VER,,,0.02,3p,C,5072,3,-1
74093,jalousais,VER,,,0.0,1s,C,5072,3,-1
74094,jalousait,VER,,,0.01,3s,C,5072,3,-1
74095,jalousant,VER,,,0.03,,C,5066,3,-1
74096,jalouse,ADJ,f,s,14.2,,C,2886,2,-1
74097,jalouse,NOM,f,s,1.69,,C,2886,2,-1
74098,jalousement,ADV,,,0.95,,C,2964,4,-1
74099,jalousent,VER,,,0.14,3p,C,2886,2,-1
74100,jalouser,VER,,,0.01,,C,5141,3,-1
74101,jalouserais,VER,,,0.02,1s-2s,C,185,4,-1
74102,jalouses,ADJ,f,p,0.6,,C,2886,2,-1
74103,jalouses,NOM,f,p,0.3,,C,2886,2,-1
74104,jalousie,NOM,f,s,13.2,,C,5143,3,-1
74105,jalousies,NOM,f,p,0.47,,C,5143,3,-1
74106,jalousé,VER,m,s,0.04,,C,5141,3,-1
74107,jalousée,VER,f,s,0.0,,C,5141,3,-1
74108,jaloux,ADJ,m,,29.87,,C,2874,2,-1
74109,jaloux,NOM,m,,4.99,,C,2874,2,-1
74110,jam,NOM,f,s,0.05,,C,1316,1,-1
74111,jam-session,NOM,f,s,0.14,,C,4003,3,-1
74112,jam-sessions,NOM,f,p,0.01,,C,4003,3,-1
74113,jamais,ADV,,,1360.22,,C,2974,2,-1
74114,jamais-vu,NOM,m,,0.0,,C,4996,3,-1
74115,jamaïcain,ADJ,m,s,0.14,,C,2215,4,-1
74116,jamaïcain,NOM,m,s,0.09,,C,2215,4,-1
74117,jamaïcaine,ADJ,f,s,0.1,,C,2266,4,-1
74118,jamaïcaine,NOM,f,s,0.01,,C,2266,4,-1
74119,jamaïcains,ADJ,m,p,0.03,,C,2215,4,-1
74120,jamaïcains,NOM,m,p,0.09,,C,2215,4,-1
74121,jamaïquain,ADJ,m,s,0.05,,C,2215,4,-1
74122,jamaïquain,NOM,m,s,0.01,,C,2215,4,-1
74123,jamaïquains,ADJ,m,p,0.0,,C,2215,4,-1
74124,jamaïquains,NOM,m,p,0.02,,C,2215,4,-1
74125,jambage,NOM,m,s,0.01,,C,971,2,-1
74126,jambages,NOM,m,p,0.01,,C,971,2,-1
74127,jambart,NOM,m,s,0.0,,C,965,2,-1
74128,jambe,NOM,f,s,46.31,,C,601,1,-1
74129,jambes,NOM,f,,67.51,,C,601,1,-1
74130,jambier,NOM,m,s,0.01,,C,1048,2,-1
74131,jambière,NOM,f,s,0.02,,C,1036,2,-1
74132,jambières,ADJ,f,p,0.0,,C,1036,2,-1
74133,jambières,NOM,f,p,0.23,,C,1036,2,-1
74134,jambon,NOM,m,s,8.94,,C,1167,2,-1
74135,jambonneau,NOM,m,s,0.0,,C,3363,3,-1
74136,jambonneaux,NOM,m,p,0.04,,C,3363,3,-1
74137,jambons,NOM,m,p,0.48,,C,1167,2,-1
74138,jamboree,NOM,m,s,0.09,,C,268,3,-1
74139,janissaire,NOM,m,s,0.0,,C,3863,3,-1
74140,janissaires,NOM,m,p,0.0,,C,3863,3,-1
74141,jans,NOM,m,p,0.1,,C,599,1,-1
74142,jansénisme,NOM,m,s,0.0,,C,3323,3,-1
74143,janséniste,ADJ,,s,0.0,,C,3316,3,-1
74144,janséniste,NOM,,s,0.0,,C,3316,3,-1
74145,jansénistes,ADJ,,p,0.0,,C,3316,3,-1
74146,jansénistes,NOM,,p,0.0,,C,3316,3,-1
74147,jante,NOM,f,s,0.22,,C,606,1,-1
74148,jantes,NOM,f,p,0.99,,C,606,1,-1
74149,janvier,NOM,m,,8.34,,C,4961,2,-1
74150,jap,NOM,,s,0.23,,C,639,1,-1
74151,japon,NOM,m,s,0.2,,C,3798,2,-1
74152,japonais,ADJ,m,,7.71,,C,3209,3,-1
74153,japonais,NOM,m,,10.99,,C,3209,3,-1
74154,japonaise,ADJ,f,s,3.2,,C,3234,3,-1
74155,japonaise,NOM,f,s,2.06,,C,3234,3,-1
74156,japonaiserie,NOM,f,s,0.0,,C,268,5,-1
74157,japonaises,ADJ,f,p,1.0,,C,3234,3,-1
74158,japonaises,NOM,f,p,0.19,,C,3234,3,-1
74159,japonerie,NOM,f,s,0.0,,C,268,4,-1
74160,japoneries,NOM,f,p,0.0,,C,268,4,-1
74161,japonisants,NOM,m,p,0.0,,C,5066,4,-1
74162,japoniser,VER,,,0.01,,C,5141,4,-1
74163,japons,NOM,m,p,0.0,,C,3798,2,-1
74164,jappa,VER,,,0.0,3s,C,3567,2,-1
74165,jappaient,VER,,,0.0,3p,C,3465,2,-1
74166,jappait,VER,,,0.02,3s,C,3465,2,-1
74167,jappant,VER,,,0.01,,C,3457,2,-1
74168,jappe,VER,,,0.34,2s-1s-3s,C,639,1,-1
74169,jappement,NOM,m,s,0.04,,C,2964,3,-1
74170,jappements,NOM,m,p,0.03,,C,2964,3,-1
74171,jappent,VER,,,0.0,3p,C,639,1,-1
74172,japper,VER,,,0.11,,C,3604,2,-1
74173,jappeur,NOM,m,s,0.01,,C,3448,2,-1
74174,jappèrent,VER,,,0.0,3p,C,3467,2,-1
74175,jappé,VER,m,s,0.0,,C,3604,2,-1
74176,japs,NOM,,p,2.04,,C,639,1,-1
74177,jaquelin,NOM,m,s,0.0,,C,2657,3,-1
74178,jaquemart,NOM,m,s,0.01,,C,3026,3,-1
74179,jaquemarts,NOM,m,p,0.0,,C,3026,3,-1
74180,jaquet,NOM,m,s,0.0,,C,2257,2,-1
74181,jaquette,NOM,f,s,1.3,,C,2270,2,-1
74182,jaquettes,NOM,f,p,0.04,,C,2270,2,-1
74183,jar,NOM,m,s,0.12,,C,628,1,-1
74184,jardin,NOM,m,s,54.01,,C,1177,2,-1
74185,jardinage,NOM,m,s,1.65,,C,3259,3,-1
74186,jardinait,VER,,,0.01,3s,C,3209,3,-1
74187,jardinant,VER,,,0.02,,C,3206,3,-1
74188,jardine,VER,,,0.62,2s-1s-3s,C,1372,2,-1
74189,jardinent,VER,,,0.01,3p,C,1372,2,-1
74190,jardiner,VER,,,0.31,,C,3287,3,-1
74191,jardinerai,VER,,,0.01,1s,C,185,4,-1
74192,jardineras,VER,,,0.0,2s,C,229,4,-1
74193,jardinerie,NOM,f,s,0.04,,C,268,4,-1
74194,jardinet,NOM,m,s,0.18,,C,3209,3,-1
74195,jardinets,NOM,m,p,0.0,,C,3209,3,-1
74196,jardinier,NOM,m,s,6.9,,C,3352,3,-1
74197,jardiniers,NOM,m,p,0.39,,C,3352,3,-1
74198,jardinière,NOM,f,s,0.38,,C,3331,3,-1
74199,jardinières,NOM,f,p,0.01,,C,3331,3,-1
74200,jardins,NOM,m,p,6.2,,C,1177,2,-1
74201,jardiné,VER,m,s,0.03,,C,3287,3,-1
74202,jargon,NOM,m,s,1.9,,C,2102,2,-1
74203,jargonnant,VER,,,0.0,,C,3206,3,-1
74204,jargonne,VER,,,0.0,3s,C,1877,2,-1
74205,jargonnent,VER,,,0.0,3p,C,1877,2,-1
74206,jargonner,VER,,,0.0,,C,3287,3,-1
74207,jargonné,VER,m,s,0.0,,C,3287,3,-1
74208,jargons,NOM,m,p,0.01,,C,2102,2,-1
74209,jarnicoton,ONO,,,0.0,,C,4757,4,-1
74210,jarre,NOM,f,s,1.17,,C,628,1,-1
74211,jarres,NOM,f,p,0.08,,C,628,1,-1
74212,jarret,NOM,m,s,1.16,,C,185,2,-1
74213,jarretelle,NOM,f,s,0.02,,C,4399,3,-1
74214,jarretelles,NOM,f,p,0.12,,C,4399,3,-1
74215,jarretière,NOM,f,s,1.28,,C,4649,3,-1
74216,jarretières,NOM,f,p,0.38,,C,4649,3,-1
74217,jarrets,NOM,m,p,0.15,,C,185,2,-1
74218,jars,NOM,m,,0.09,,C,628,1,-1
74219,jas,NOM,m,,0.03,,C,627,1,-1
74220,jasaient,VER,,,0.01,3p,C,5072,2,-1
74221,jasait,VER,,,0.0,3s,C,5072,2,-1
74222,jase,VER,,,0.51,2s-3s,C,644,1,-1
74223,jasent,VER,,,0.47,3p,C,644,1,-1
74224,jaser,VER,,,1.56,,C,5141,2,-1
74225,jaserait,VER,,,0.16,3s,C,185,3,-1
74226,jases,VER,,,0.0,2s,C,644,1,-1
74227,jaseur,NOM,m,s,0.0,,C,5062,2,-1
74228,jasmin,NOM,m,s,1.57,,C,2941,2,-1
74229,jasmins,NOM,m,p,0.0,,C,2941,2,-1
74230,jaspaient,VER,,,0.0,3p,C,3465,2,-1
74231,jaspe,NOM,m,s,0.0,,C,641,1,-1
74232,jasper,VER,,,0.11,,C,3604,2,-1
74233,jaspin,NOM,m,s,0.0,,C,3431,2,-1
74234,jaspinaient,VER,,,0.0,3p,C,3209,3,-1
74235,jaspinais,VER,,,0.0,1s,C,3209,3,-1
74236,jaspinait,VER,,,0.0,3s,C,3209,3,-1
74237,jaspine,VER,,,0.0,1s-3s,C,3621,2,-1
74238,jaspinent,VER,,,0.0,3p,C,3621,2,-1
74239,jaspiner,VER,,,0.0,,C,3287,3,-1
74240,jaspiné,VER,m,s,0.0,,C,3287,3,-1
74241,jaspé,VER,m,s,0.0,,C,3604,2,-1
74242,jaspées,VER,f,p,0.0,,C,3604,2,-1
74243,jaspés,VER,m,p,0.0,,C,3604,2,-1
74244,jasé,VER,m,s,0.01,,C,5141,2,-1
74245,jatte,NOM,f,s,0.18,,C,642,1,-1
74246,jattes,NOM,f,p,0.0,,C,642,1,-1
74247,jauge,NOM,f,s,1.25,,C,686,1,-1
74248,jauge,VER,,,0.14,2s-1s-3s,C,686,1,-1
74249,jaugea,VER,,,0.0,3s,C,627,2,-1
74250,jaugeait,VER,,,0.01,3s,C,607,2,-1
74251,jaugeant,VER,,,0.0,,C,599,2,-1
74252,jaugent,VER,,,0.06,3p,C,686,1,-1
74253,jauger,VER,,,0.64,,C,645,2,-1
74254,jauges,NOM,f,p,0.18,,C,686,1,-1
74255,jauges,VER,,,0.02,2s,C,686,1,-1
74256,jaugez,VER,,,0.28,2p-2p,C,645,2,-1
74257,jaugé,VER,m,s,0.0,,C,645,2,-1
74258,jaugée,VER,f,s,0.01,,C,645,2,-1
74259,jaugés,VER,m,p,0.01,,C,645,2,-1
74260,jaunasse,ADJ,,s,0.0,,C,3278,2,-1
74261,jaunasses,ADJ,f,p,0.0,,C,3278,2,-1
74262,jaune,ADJ,,s,15.48,,C,689,1,-1
74263,jaune,NOM,,s,6.43,,C,689,1,-1
74264,jaune-vert,ADJ,,s,0.01,,C,4812,2,-1
74265,jaunes,ADJ,,p,5.62,,C,689,1,-1
74266,jaunes,NOM,,p,1.44,,C,689,1,-1
74267,jaunets,NOM,m,p,0.0,,C,3209,2,-1
74268,jauni,ADJ,m,s,0.0,,C,3290,2,-1
74269,jauni,VER,m,s,0.5,,C,3290,2,-1
74270,jaunie,ADJ,f,s,0.01,,C,3290,2,-1
74271,jaunie,VER,f,s,0.02,,C,3290,2,-1
74272,jaunies,ADJ,f,p,0.26,,C,3290,2,-1
74273,jaunies,VER,f,p,0.02,,C,3290,2,-1
74274,jaunir,VER,,,0.21,,C,3293,2,-1
74275,jaunira,VER,,,0.0,3s,C,229,3,-1
74276,jauniront,VER,,,0.0,3p,C,394,3,-1
74277,jaunis,ADJ,m,p,0.02,,C,3290,2,-1
74278,jaunis,VER,m,p,0.01,,C,3290,2,-1
74279,jaunissaient,VER,,,0.0,3p,C,3861,3,-1
74280,jaunissait,VER,,,0.0,3s,C,3861,3,-1
74281,jaunissant,VER,,,0.0,,C,3848,3,-1
74282,jaunissant,ADJ,m,s,0.16,,C,3848,3,-1
74283,jaunissante,ADJ,f,s,0.0,,C,3859,3,-1
74284,jaunissantes,ADJ,f,p,0.0,,C,3859,3,-1
74285,jaunissants,ADJ,m,p,0.0,,C,3848,3,-1
74286,jaunisse,VER,,,0.0,1s-3s,C,3313,2,-1
74287,jaunisse,NOM,f,s,0.51,,C,3313,2,-1
74288,jaunissement,NOM,m,s,0.01,,C,2964,4,-1
74289,jaunissent,VER,,,0.02,3p,C,3313,2,-1
74290,jaunisses,NOM,f,p,0.0,,C,3313,2,-1
74291,jaunit,VER,,,0.14,3s-3s,C,3290,2,-1
74292,jaunâtre,ADJ,,s,0.08,,C,3282,2,-1
74293,jaunâtres,ADJ,,p,0.02,,C,3282,2,-1
74294,java,NOM,f,s,0.44,,C,4887,2,-1
74295,javanais,ADJ,m,s,0.06,,C,3209,3,-1
74296,javanais,NOM,m,,0.04,,C,3209,3,-1
74297,javanaise,ADJ,f,s,0.01,,C,3234,3,-1
74298,javanaises,ADJ,f,p,0.0,,C,3234,3,-1
74299,javas,NOM,f,p,0.02,,C,4887,2,-1
74300,javel,NOM,f,s,1.33,,C,4828,2,-1
74301,javeline,NOM,f,s,0.0,,C,2812,3,-1
74302,javelle,NOM,f,s,0.01,,C,4828,2,-1
74303,javelles,NOM,f,p,0.0,,C,4828,2,-1
74304,javellise,VER,,,0.0,3s,C,2823,3,-1
74305,javelliser,VER,,,0.01,,C,5141,4,-1
74306,javellisé,VER,m,s,0.0,,C,5141,4,-1
74307,javellisée,VER,f,s,0.01,,C,5141,4,-1
74308,javellisées,VER,f,p,0.0,,C,5141,4,-1
74309,javelot,NOM,m,s,0.44,,C,2866,3,-1
74310,javelots,NOM,m,p,0.27,,C,2866,3,-1
74311,javotte,NOM,f,s,0.0,,C,4850,2,-1
74312,jazz,NOM,m,,7.38,,C,1317,1,-1
74313,jazz-band,NOM,m,s,0.02,,C,808,2,-1
74314,jazz-rock,NOM,m,,0.14,,C,5114,2,-1
74315,jazzman,NOM,m,s,0.27,,C,3051,2,-1
74316,jazzmen,NOM,m,p,0.07,,C,2991,2,-1
74317,jazzy,ADJ,f,,0.14,,C,5143,2,-1
74318,jaïnistes,NOM,,p,0.0,,C,3316,3,-1
74319,je,NOM,f,s,5.28,,C,733,1,-1
74320,je,PRO:per,,s,25983.2,,C,733,1,-1
74321,je-m'en-fichiste,ADJ,f,s,0.01,,C,495,4,-1
74322,je-m'en-foutisme,NOM,m,s,0.01,,C,4642,4,-1
74323,je-m'en-foutiste,ADJ,,s,0.01,,C,4637,4,-1
74324,je-m'en-foutistes,NOM,,p,0.03,,C,4637,4,-1
74325,je-ne-sais-quoi,NOM,m,,0.34,,C,2598,4,-1
74326,jean,NOM,m,s,3.62,,C,1319,1,-1
74327,jean-foutre,NOM,m,,0.41,,C,1792,2,-1
74328,jean-le-blanc,NOM,m,,0.0,,C,1059,3,-1
74329,jeanneton,NOM,f,s,0.02,,C,4757,3,-1
74330,jeannette,NOM,f,s,0.02,,C,3232,2,-1
74331,jeannettes,NOM,f,p,0.25,,C,3232,2,-1
74332,jeannot,NOM,m,s,0.0,,C,3363,2,-1
74333,jeans,NOM,m,p,2.93,,C,1320,1,-1
74334,jeep,NOM,f,s,4.18,,C,1321,1,-1
74335,jeeps,NOM,f,p,0.47,,C,1321,1,-1
74336,jellaba,NOM,f,s,0.0,,C,963,3,-1
74337,jenny,NOM,f,s,0.12,,C,3290,2,-1
74338,jerez,NOM,m,,0.67,,C,202,2,-1
74339,jerk,NOM,m,s,0.11,,C,1312,1,-1
74340,jerrican,NOM,m,s,0.34,,C,2416,3,-1
74341,jerricane,NOM,m,s,0.19,,C,2416,3,-1
74342,jerricanes,NOM,m,p,0.0,,C,2416,3,-1
74343,jerricans,NOM,m,p,0.04,,C,2416,3,-1
74344,jerrycan,NOM,m,s,0.25,,C,2416,3,-1
74345,jerrycans,NOM,m,p,0.18,,C,2416,3,-1
74346,jersey,NOM,m,s,0.51,,C,5072,2,-1
74347,jerseys,NOM,m,p,0.0,,C,3861,2,-1
74348,jet,NOM,m,s,7.96,,C,1313,1,-1
74349,jet society,NOM,f,s,0.0,,C,4613,4,-1
74350,jet-set,NOM,m,s,0.42,,C,3892,2,-1
74351,jet-stream,NOM,m,s,0.01,,C,4232,2,-1
74352,jeta,VER,,,1.63,3s,C,4566,2,-1
74353,jetable,ADJ,,s,0.54,,C,4579,2,-1
74354,jetables,ADJ,,p,0.62,,C,4579,2,-1
74355,jetai,VER,,,0.26,1s,C,4380,2,-1
74356,jetaient,VER,,,0.96,3p,C,4380,2,-1
74357,jetais,VER,,,1.24,1s-2s,C,4380,2,-1
74358,jetait,VER,,,0.0,3s,C,4380,2,-1
74359,jetant,VER,,,1.53,,C,4368,2,-1
74360,jetas,VER,,,0.02,2s,C,4566,2,-1
74361,jeter,NOM,m,s,2.62,,C,4605,2,-1
74362,jeter,VER,,,59.28,,C,4605,2,-1
74363,jeteur,NOM,m,s,0.04,,C,4361,2,-1
74364,jeteurs,NOM,m,p,0.17,,C,4361,2,-1
74365,jeteuse,NOM,f,s,0.0,,C,4326,2,-1
74366,jeteuses,NOM,f,p,0.0,,C,4326,2,-1
74367,jetez,VER,,,17.07,2p-2p,C,4605,2,-1
74368,jetiez,VER,,,0.29,2p,C,4667,2,-1
74369,jetions,VER,,,0.34,1p,C,4670,2,-1
74370,jeton,NOM,m,s,2.88,,C,4757,2,-1
74371,jetons,VER,,,2.89,1p-1p,C,4757,2,-1
74372,jetons,NOM,m,p,7.39,,C,4757,2,-1
74373,jets,NOM,m,p,2.53,,C,1313,1,-1
74374,jette,VER,,,43.48,2s-1s-3s-1s-3s,C,621,1,-1
74375,jette,NOM,,s,0.01,,C,621,1,-1
74376,jettent,VER,,,3.44,3p-3p,C,621,1,-1
74377,jettera,VER,,,2.1,3s,C,229,3,-1
74378,jetterai,VER,,,2.38,1s,C,185,3,-1
74379,jetteraient,VER,,,0.16,3p,C,185,3,-1
74380,jetterais,VER,,,1.02,1s-2s,C,185,3,-1
74381,jetterait,VER,,,0.39,3s,C,185,3,-1
74382,jetteras,VER,,,0.31,2s,C,229,3,-1
74383,jetterez,VER,,,0.09,2p,C,263,3,-1
74384,jetteriez,VER,,,0.19,2p,C,329,3,-1
74385,jetterions,VER,,,0.0,1p,C,333,3,-1
74386,jetterons,VER,,,0.41,1p,C,394,3,-1
74387,jetteront,VER,,,0.59,3p,C,394,3,-1
74388,jettes,VER,,,4.77,2s-2s,C,621,1,-1
74389,jetâmes,VER,,,0.01,1p,C,4592,2,-1
74390,jetât,VER,,,0.0,3s,C,4566,2,-1
74391,jetèrent,VER,,,0.29,3p,C,4382,2,-1
74392,jeté,VER,m,s,33.21,,C,4605,2,-1
74393,jeté,ADJ,m,s,0.67,,C,4605,2,-1
74394,jeté,NOM,m,s,0.5,,C,4605,2,-1
74395,jetée,VER,f,s,9.01,,C,4605,2,-1
74396,jetée,ADJ,f,s,0.16,,C,4605,2,-1
74397,jetée,NOM,f,s,3.26,,C,4605,2,-1
74398,jetées,VER,f,p,1.11,,C,4605,2,-1
74399,jetées,ADJ,f,p,0.07,,C,4605,2,-1
74400,jetées,NOM,f,p,0.17,,C,4605,2,-1
74401,jetés,VER,m,p,3.73,,C,4605,2,-1
74402,jetés,ADJ,m,p,0.25,,C,4605,2,-1
74403,jetés,NOM,m,p,0.26,,C,4605,2,-1
74404,jeu,NOM,m,s,156.79,,C,587,1,-1
74405,jeu-concours,NOM,m,,0.1,,C,2564,3,-1
74406,jeudi,NOM,m,s,24.58,,C,1356,2,-1
74407,jeudis,NOM,m,p,1.51,,C,1356,2,-1
74408,jeune,ADJ,,s,234.9,,C,598,1,-1
74409,jeune,NOM,,s,18.16,,C,598,1,-1
74410,jeune-homme,ADJ,,s,0.1,,C,3244,2,-1
74411,jeune-homme,NOM,,s,0.03,,C,3244,2,-1
74412,jeunement,ADV,,,0.0,,C,2964,3,-1
74413,jeunes,ADJ,,p,62.12,,C,598,1,-1
74414,jeunes,NOM,,p,36.52,,C,598,1,-1
74415,jeunesse,NOM,f,s,27.21,,C,3228,2,-1
74416,jeunesses,NOM,f,p,1.5,,C,3228,2,-1
74417,jeunet,ADJ,m,s,0.02,,C,3209,2,-1
74418,jeunet,NOM,m,s,0.11,,C,3209,2,-1
74419,jeunets,ADJ,m,p,0.0,,C,3209,2,-1
74420,jeunette,ADJ,f,s,0.11,,C,3232,2,-1
74421,jeunette,NOM,f,s,0.12,,C,3232,2,-1
74422,jeunettes,ADJ,f,p,0.0,,C,3232,2,-1
74423,jeunettes,NOM,f,p,0.04,,C,3232,2,-1
74424,jeunot,ADJ,m,s,0.44,,C,3363,2,-1
74425,jeunot,NOM,m,s,0.94,,C,3363,2,-1
74426,jeunots,ADJ,m,p,0.02,,C,3363,2,-1
74427,jeunots,NOM,m,p,0.62,,C,3363,2,-1
74428,jeux,NOM,m,p,33.65,,C,587,1,-1
74429,jeûna,VER,,,0.01,3s,C,3253,2,-1
74430,jeûnaient,VER,,,0.0,3p,C,3209,2,-1
74431,jeûnait,VER,,,0.0,3s,C,3209,2,-1
74432,jeûnant,VER,,,0.03,,C,3206,2,-1
74433,jeûne,NOM,m,s,1.62,,C,588,1,-1
74434,jeûne,VER,,,0.43,1s-3s,C,588,1,-1
74435,jeûnent,VER,,,0.17,3p,C,588,1,-1
74436,jeûner,VER,,,1.1,,C,3287,2,-1
74437,jeûnerai,VER,,,0.02,1s,C,185,3,-1
74438,jeûnerait,VER,,,0.0,3s,C,185,3,-1
74439,jeûneras,VER,,,0.01,2s,C,229,3,-1
74440,jeûnerons,VER,,,0.01,1p,C,394,3,-1
74441,jeûnes,NOM,m,p,0.22,,C,588,1,-1
74442,jeûnes,VER,,,0.32,2s,C,588,1,-1
74443,jeûneurs,NOM,m,p,0.0,,C,3199,2,-1
74444,jeûnez,VER,,,0.16,2p-2p,C,3287,2,-1
74445,jeûné,VER,m,s,0.33,,C,3287,2,-1
74446,jigger,NOM,m,s,0.04,,C,1838,2,-1
74447,jihad,NOM,,s,0.28,,C,2172,2,-1
74448,jingle,NOM,m,s,0.88,,C,1841,2,-1
74449,jingles,NOM,m,p,0.26,,C,1842,2,-1
74450,jinjin,NOM,m,s,0.0,,C,1319,2,-1
74451,jiu-jitsu,NOM,m,,0.35,,C,4300,3,-1
74452,jivaro,ADJ,m,s,0.0,,C,339,3,-1
74453,joaillerie,NOM,f,s,0.07,,C,268,4,-1
74454,joaillier,NOM,m,s,0.33,,C,2181,3,-1
74455,joailliers,NOM,m,p,0.06,,C,2181,3,-1
74456,job,NOM,m,s,27.24,,C,1314,1,-1
74457,jobard,ADJ,m,s,0.05,,C,965,2,-1
74458,jobard,NOM,m,s,0.41,,C,965,2,-1
74459,jobardes,ADJ,f,p,0.0,,C,968,2,-1
74460,jobardise,NOM,f,s,0.0,,C,1380,3,-1
74461,jobards,ADJ,m,p,0.0,,C,965,2,-1
74462,jobards,NOM,m,p,0.06,,C,965,2,-1
74463,jobs,NOM,m,p,1.38,,C,1314,1,-1
74464,jociste,NOM,,s,0.0,,C,3994,2,-1
74465,jocistes,NOM,,p,0.0,,C,3994,2,-1
74466,jockey,NOM,,s,1.37,,C,2257,2,-1
74467,jockeys,NOM,,p,0.33,,C,2257,2,-1
74468,jocko,ADJ,m,s,0.17,,C,2543,2,-1
74469,jocko,NOM,m,s,0.09,,C,2543,2,-1
74470,jocrisse,NOM,m,s,0.0,,C,2355,2,-1
74471,jocrisses,NOM,m,p,0.02,,C,2355,2,-1
74472,jodhpurs,NOM,m,p,0.04,,C,3783,2,-1
74473,jodler,VER,,,0.23,,C,2682,2,-1
74474,jogger,NOM,m,s,0.25,,C,1979,2,-1
74475,jogger,VER,,,0.01,,C,1979,2,-1
74476,joggers,NOM,m,p,0.09,,C,1838,2,-1
74477,joggeur,NOM,m,s,0.07,,C,1838,2,-1
74478,joggeurs,NOM,m,p,0.16,,C,597,2,-1
74479,joggeuse,NOM,f,s,0.03,,C,1827,2,-1
74480,jogging,NOM,m,s,2.2,,C,1982,2,-1
74481,joggings,NOM,m,p,0.01,,C,1982,2,-1
74482,johannisberg,NOM,m,s,0.0,,C,797,4,-1
74483,joice,ADJ,,s,0.01,,C,709,1,-1
74484,joices,ADJ,,p,0.0,,C,709,1,-1
74485,joie,NOM,f,s,71.07,,C,704,1,-1
74486,joies,NOM,f,p,4.03,,C,704,1,-1
74487,joignable,ADJ,m,s,0.6,,C,96,2,-1
74488,joignaient,VER,,,0.1,3p,C,81,2,-1
74489,joignais,VER,,,0.07,1s-2s,C,81,2,-1
74490,joignait,VER,,,0.22,3s,C,81,2,-1
74491,joignant,VER,,,0.45,,C,78,2,-1
74492,joigne,VER,,,0.72,1s-3s,C,705,1,-1
74493,joignent,VER,,,0.69,3p,C,705,1,-1
74494,joignes,VER,,,0.19,2s,C,705,1,-1
74495,joignez,VER,,,2.71,2p-2p,C,103,2,-1
74496,joigniez,VER,,,0.28,2p,C,103,2,-1
74497,joignions,VER,,,0.15,1p,C,117,2,-1
74498,joignirent,VER,,,0.01,3p,C,105,2,-1
74499,joignis,VER,,,0.0,1s,C,104,2,-1
74500,joignissent,VER,,,0.0,3p,C,107,2,-1
74501,joignit,VER,,,0.07,3s,C,104,2,-1
74502,joignons,VER,,,0.46,1p-1p,C,117,2,-1
74503,joignîmes,VER,,,0.0,1p,C,106,2,-1
74504,joindra,VER,,,0.38,3s,C,1267,2,-1
74505,joindrai,VER,,,0.11,1s,C,1255,2,-1
74506,joindraient,VER,,,0.01,3p,C,1255,2,-1
74507,joindrais,VER,,,0.09,1s-2s,C,1255,2,-1
74508,joindrait,VER,,,0.02,3s,C,1255,2,-1
74509,joindras,VER,,,0.07,2s,C,1267,2,-1
74510,joindre,VER,,,32.91,,C,698,1,-1
74511,joindrez,VER,,,0.26,2p,C,1280,2,-1
74512,joindriez,VER,,,0.12,2p,C,1485,3,-1
74513,joindrons,VER,,,0.01,1p,C,1308,2,-1
74514,joindront,VER,,,0.37,3p,C,1308,2,-1
74515,joins,VER,,,3.0,2s-1s-2s,C,697,1,-1
74516,joint,VER,m,s,2.51,3s,C,697,1,-1
74517,joint,ADJ,m,s,1.17,,C,697,1,-1
74518,joint,NOM,m,s,5.78,,C,697,1,-1
74519,joint-venture,NOM,f,s,0.16,,C,4555,3,-1
74520,jointe,ADJ,f,s,0.43,,C,699,1,-1
74521,jointe,VER,,,0.01,3s,C,699,1,-1
